user_id,status,user_name,intro,followers,follow,watched_movies
HDG3215,1,高达君-,短评多吐槽   长评   上次说写是什么时候来着   最近工作繁忙 水逆得爆炸   ,23,24,1718
73046958,1,电个爆炸头,好像 大家都只是在用不同的方式去浪费时间 ,421,99,4102
ada1911,1,甲马不是马,一匹黄狗假积极,254,90,2524
JoGreen,1,伊夏,四件事迅速交友 書 酒 舞台劇和旅遊 (● ◡ ●)ﾉ  (๑•₃•๑) 字癖 紙迷 書癡 書店控 为書店工作 http   www fangsuo com 自洽比有趣更重要 讀書比行走抵達的更遠 真正的教育應當無孔不入 獨立思考勝於一切 檸檬愛好者 抹茶愛好者 綠色愛好者 當然喜歡夏天 記不得你們的生辰與死祭 仍愿與你們歡慶生與死 每一秒都在窺看世界 不是神 仍愛世人 兩個不時同你們說話的公號  藥鋪 yaopu2015   試藥入口 https   0x9 me X9EOt 書得起 Jo_Writing 私人笔记本 胡思乱想处 https   0x9 me Y1lq2↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑以上兩號均有不定期福利 書得起福利直接在粉絲群每月掉落 想入群請豆郵我查看規則  有償服務區 自己比較心水的部分評論與日誌已開通讚賞 大家隨喜 約稿請豆油咨詢 感恩  免費服務區 {長期接受豆油索取明信片}{長期提供購書指導 也歡迎豆友交流批評指正}{從第600位關注開始 每增長100人抽一位得一禮包},1220,198,2672
82889509,1,L.,,104,35,840
59025385,1,金社长,偶像派电影从业者保温杯朋克儿个人十佳排名不分先后1  发条橙 库布里克2  2001太空漫游 库布里克3  阿玛柯德 费里尼4  东京物语 小津安二郎5  七武士 黑泽明6   雾中风景 安哲罗普洛斯7  乡愁 塔可夫斯基8  地下 库斯图里卡9  都灵之马  贝拉塔尔10  浮云  成濑巳喜男华语十佳排名分先后1  一一  杨德昌2  恋恋风尘 侯孝贤3 牯岭街少年杀人事件 杨德昌4  悲情城市 侯孝贤5 花样年华 王家卫6 太阳照常升起 姜文7 童年往事 侯孝贤8 颐和园 娄烨9 独立时代 杨德昌10 买凶拍人 彭浩翔,421,104,1363
1747483,1,沫,如果我无法言语 那音乐将是我唯一的语言 喜爱创作型歌手以及乐团 触动我的灵魂与每一分的喜与悲 华语乐坛已经无聊太久 我们需要更多的创作新声 但不代表外国音乐将是我们唯一的救赎 因为 因为我依然期望  期望有天不再失望 如果正阅读此简介的您 喜爱华语音乐 尤以创作型歌手 请留下你的足迹 我相信我们或许有50％可以成为音乐知己的机会 你好 我是摇滚泡沫^___^p s热爱亚洲片 丧尸片,44,108,748
imjerry,1,海娃兒,     ,351,171,3241
tannin,1,Tannin,本人授权维权骑士 http   rightknights com 对我发布文章的版权行为进行追究与维权 喵~ (๑>ω<๑)~其实 我是个收藏癖 珠宝就是个巨大的消金窟 为了能够持续下去 开了个店 PC版 http   tannin s taobao com http   weibo com u 2414012100微信公众号 珠宝矿晶匣子Tannin s珠宝店QQ群  198235626珠宝研究和生意无关 文都是本着学习的心态在写的~  要跟卖家这件事分开看哦~ 不接软文广告  约稿请豆油~,9323,477,332
140581819,1,留念,想做太多 能力太小,3,4,291
shochiu,1,人间侘寂,却道天凉好个秋,29,16,272
yeslie,1,RealityBites,影迷一枚 基本废人一个 全靠看片刷剧活下去 唉  ,457,61,4240
bigfish_yy,1,老鱼聊发少女心,龟速搬家中鉴于深度拖延症 懒鬼这个家可能会搬很久很久10年20年也许那时候豆瓣都没有了也没搬完或者因为搬家太累就干脆放弃搬家了╮(╯▽╰)╭╮(╯▽╰)╭╮(╯▽╰)╭╮(╯▽╰)╭╮(╯▽╰)╭╮(╯▽╰)╭╮(╯▽╰)╭╮(╯▽╰)╭╮(╯▽╰)╭╮(╯▽╰)╭╮(╯▽╰)╭╮(╯▽╰)╭当然也可能明天就搬完注销了无论写神马样的自我介绍 过一段时间再来看就会觉得以前的自己真是个傻逼SO挂真爱 虽然她已经有了相方相好神马的 http   www douban com people GRACE2DOT0,410,167,2620
lanhuamei,1,南安府大梅树,梦里不知身是客,264,597,1010
128265644,1,秀山鲤鱼,新浪微博 秀山鲤鱼微信公众号 lydysc2017,1161,14,926
zhaoxun69,1,盘子,你们都是学术界的 我是渣界的 别关注我啊~会失望的~,6659,289,1203
babe_now,1,暖小團°♧,中年过气网红 微信公号 nuanxiaotuan1101,7834,236,407
91133669,1,無雲, 我們從阿弗拉多街往北走然後是劍蘭大道一切都很好 我痛恨的是將來有一天 一切都會退回到零愛情 劍蘭 詩歌 我們最後都會被塞滿泥土 像一個便宜的玉米捲餅  文学在读 豆瓣只用来记录看过的电影 无心经营 爱好广泛 三观古怪 矛盾综合体 双向情感障碍 喜欢皮囊好看的人 ,38,167,608
fadefeng,1,小枫,喜欢形式主义 标准外貌协会会员 患有 每件东西都该放在该在的位置上 强迫症 宁愿被误会也死活不解释纠结症患者 反差颜色控 御姐控 边缘人群电影控 骷髅控 格子衬衫控 帽子控 迷离性感声线控 格式控 另类手机控 金属控 全方位红楼梦控 细节控 村上春树 米兰昆德拉 张爱玲 杜拉斯 三毛 王家卫 蔡明亮 岩井 侯孝贤 杨德昌 陈果 许鞍华 杜琪峰 李玉 朱天文 吴念真 岸西 刘若英 李冰冰 周迅 莫文蔚 李枖原 舒淇 刘嘉玲 蒙嘉慧 赵薇 张靓颖 孙燕姿 王菲 金城武 梁朝伟 陈坤 吴彦祖 刘亚仁 刘烨 朱亚文 刘昊然 张震 华晨宇 萧敬腾 陶喆 DF  DA JR   AJ   WR  EP  HBC CO  EM  BP   JD  JRM  冰迅 四冰 卿涛 宝娜 李枖原水仙组徐伊景X崔书润崔书润X玉多情金正惠X玉多情努力写字 认真生活  ,215,144,1346
29442857,1,听霜书生,,26,24,1483
calvinlv,1,碎塔,Less is more  ,6,6,423
81791624,1,二黑Zz,Being sad 不如摳腳 ,49,184,987
121933130,1,郝小勺,纵使相逢应不识  所谓的正义和良知都有些可怕 失去才是永恒 ,412,78,1672
42222694,1,小熊QQ,回来的路人只要能控制自己的生活 就总也能找到时间 与其静而思 不如起而行 ,114,62,2492
sickboy,1,sickboy,十年了,63,34,2666
jinpiankong,1,调反唱唱,公众号 电影少女放浪记摄影重患 电影狂人约稿 约拍 约玩请豆油重度恋童癖 轻微恋尸癖,425,179,3813
yuxiaofan,1,Yven,她那时候还太年轻 不知道所有命运赠送的礼物 早已在暗中标好了价格   茨威格,621,366,1719
aodeng,1,敖登托雅,了了分明 如如不动微博  敖登托雅http   weibo com aodengtuoya,3412,92,1626
evilynq,1,freedom,不想看电影的时候还可以看看书,13,5,2466
ronan2008,1,T,blog地址 ronan2008 blogbus com 爱音乐 电影 写字 摄影的自由人,43,8,1441
179463807,1,妖灵妖酒,,38,48,23
Cincky.XiN,1,cincky,公众号 cinckywhisper 微博 https   weibo com cinckie profile?rightmod 1 wvr 6 mod personnumber我像一面旗帜 被包围在辽阔的空间 我感到风从四方吹来 我必须忍耐一下 下面的一切都还没有动静 烟囱里没有声音 窗子还没有抖动 尘土还很重 我认出了风暴并激动如大海 我舒展开又跌回我自己 又把自己抛出去 并且孤身一人 置身于伟大的风暴之中,769,279,2784
2701046,1,周哼哼,微博   周哼哼炯炯有神公众号 果下马,2662,69,1369
fengxifengxi,1,刀叢中的小詩,我去寻找一个尚属疑问的伟大东西 ,14837,235,3817
infero,1,infero, ,603,209,7268
83579469,1,唐顿庄园,我的影史十佳 排名不分前后 不定期更新 1发条橙 斯坦利 库布里克2肖申克的救赎 弗兰克 德拉邦特3廊桥遗梦 克林特 伊斯特伍德4爱情短片 克日什托夫 基耶斯洛夫斯基5子弹横飞百老汇 伍迪 艾伦 6资产阶级的审慎魅力 路易斯 布努埃尔7日以作夜 弗朗索瓦 特吕弗8三块广告牌 马丁 麦克唐纳9泰坦尼克号 詹姆斯 卡梅隆10追随 克里斯托弗 诺兰,59,0,1595
Plumed__Serpent,1,Q·ian·Sivan,恐懼歲月的人終將淪為時間的難民 在被禁錮的光陰里流離失所  2012 03 21 若你絞盡腦汁想憶記起的母星殘片一早猝死於童夢圓  又何苦囿於一隅悉心裝扮著無法企及的命題  栩栩如生的公仔背後終究是無止無盡的投影和死寂  你可以恣意妄為的在想象里塗鴉卻暈染不了哪怕一寸當下  你不是它  它回不去  2016 01 10 泥濘不堪的溝回里井噴著液態的妳  煙視媚行 衣不蔽體   2015 04 12 未夠一指寬的膠障阻絕了兩個世界的一切往來  所有人望著妳扭曲著自己的表情  獨我冷漠得像尊肉身雕像無動於衷  目送妳步入他世火焰的剎那我才驚醒這是我此生僅有的最後一次注視  於是我緊抓著管狀鐵畫框對抗著無數向我拉扯的外力  我不想告訴妳我有多愛妳  只想告訴妳我有多愧疚  2015 02 13 任目光放肆遠望  卻終受遏於蠻荒  2015 02 02 盔甲上不愈的疤痕是光陰最溫柔的鐫刻  蹄鐵下鏽蝕的紋理是歲月最悠長的讚歌  2015 01 30 人群聚集處總會有源源不斷的閒言碎語  每個人都曾是其中一份子  偶爾也會是話題中心  有人奮起反抗據理力爭  卻不知輿論的時效性不過一個眨眼的功夫  有人對髒水視若無睹  對詆毀充耳不聞  唾面自乾實難付於行  笑罵由人則是經年累月的修行  唱一齣寒山問拾得而後轉身  他用言語築巢  你何必委身棲息  2015 01 28 揉褶了的生僻字  搓圓了的倒筆畫  2015 01 13 姬旦卯時入夢  目之所及處有人聲原野 尖叫叢生  沸煮的嘶喊中一老嫗步履蹣跚 瑟縮著身子緩緩前行  她裹著一襲黑斗篷提著煤油燈顫顫巍巍的走進視野  一曲怨歎唱畢她褪盡全身老態乍然立於高臺  斗篷中那顆恒赫一時的星塵如魁霎般灼傷我眼眸  心神游離之際  姬旦揚長而去    2014 12 30 充實飽滿的溝通非必始於異卵雙生的思想  同樣也可以發軔于兩個背道而馳的觀點  沒有巧言詭辯  沒有氣急敗壞  也不需要在終點達成共識  語途中的無心捕獲遠比蓋棺論定來得誘人  可多數情況下我們仍舊選擇迴避式的置若罔聞  激進式的拔刀相向  2014 12 11 滿世界的罐頭雞湯不經煨煮便上桌供食  偶有老湯卻冠錯烹者  即便高朋滿座市聲鼎沸  這化學香氣終究入於口止於喉  食客們一口飲盡而後徑直排出  餘味念想丁點不剩  2014 12 11 它可以使生命找到出口  可以是智者的箴誡  同樣它也可以使靈魂跌入迷窟  可以是愚者的蠱惑  而我們要做的只是在閱讀時戴上名為判斷力的眼鏡  然後去蕪存菁取走所需  也許你會說它是信仰的一部分所以必須照單全收  可神龕里受人供奉的從來都是神像  不是它  盡信書不如無書  2014 11 25 毀了容的舊屋積重難返  帶不走半點傢俬  2014 11 14 物質宇宙中的凡人如你我可否望見萬億光年外的樂土  當科學無法提供系統的理論來證實非物質宇宙  它是不是就不存在  韋陀經所提及的非物質微粒子不生不滅如何得到證實  皆非疑問句  因為或許答案都不重要  如果你學會芥納須彌  凡有所相  皆是虛妄  2014 11 10 無端端想起妳  其實何來無端端呢  可我全然不認識妳  距離上一次窺視妳過了兩年零柒個月  我不知道陌生人之間的惋惜從何處建立  我也并不完全同情你  對於當下想起妳的原因我好奇卻不夠膽深究  因為結果似乎顯而易見  妳说妳不需要上帝保佑妳  有种就捅妳  于是你成了自己的上帝   2014 11 03 我嘗試換位思考站在你的立場看待這一切  你是如此年輕以至於跋前疐後  動輒得咎  可你又如此年長歷經劫難無數  卻依然古法對待這愈趨外放的世界  被紅布蒙住的雙眼真的不明就裡么  抑或只是下意識的選擇性逃避呢  也許他有錯  錯在同難者眾  可流進時光長河中  對錯就不得而知了  2014 10 31 明知有些話言之無用還是要說  明知有些事行之無效還是要做  螳臂當車也許終究失敗但至少告訴還在深眠的人們圈養並不能徹底馴化鳥欲飛魚欲泳的原始天性  其實我們多多少少仍舊心存僥倖  2014 10 01 慘綠年華的噩夢詭艷旖旎 辨不清真偽  尸骸蔽野的晚宴腐香馥郁 望不見盡頭  2014 09 25 見星星之火成燎原之勢遂下令世界漆黑一片  聞喃喃低語響徹雲霄遂要求世人緘口不言  相信你們並不會因此而噤若寒蟬  德不孤  必有邻  2014 09 15 日復一日篳路藍縷的奔走在歧義中為其他生命爭取權益的人總是會讓人肅然起敬  無關那些堅持是否會被得到認可  也不論以身殉道對錯與否  單是這無私的純粹的最原始的良善便足以讓人棖觸萬端  也許我們永遠提不起勇氣去成為他們  但至少可以在被撼動過後讓力量萌芽  2014 09 07 丟了尤加利的無尾何以果腹? 在旁人眼中不知變通和寧缺毋濫之間或許很難有條明確的界線  那些玉碎瓦全的堅持是否值得總要等回過頭才看得確實  善始者實繁  克終者蓋寡  2014 04 20 水窪里形容枯槀的倒影映出哀鴻遍野的鴉片冢  詭麗莫名  這生於子夜的魅景用不著一個晌午的光景便摧枯拉朽地蒸發罄盡  倒也無罣無礙  白日里的塵垢和著水氣在入夜后又會勾勒出另一幅怪誕窒息的水墨畫  有往有復  無止無息  2014 04 03 礙於情面無法直言不諱的想法  都成了拐彎抹角的玩笑話   2014 03 31 久禁囹圄的種子開不出向陽的花  面黃肌瘦的言論上不了愛國的妝  從何時開始我們判斷是非的標準變得如此簡單粗暴  若凡事都先戴上審視統獨的眼鏡那你永遠看不到真相  因為你的滿腔熱情接納不了絲毫與之違背的聲音  2014 03 22 社會性動物掙脫不了的羈絆  2014 03 18 我從不懷疑你祝禱祈福時的悲天憫人之心  可這聲淚俱下的關心背後有幾分實實在在的情真意切呢  哀其不幸的惻隱心是真的  如喪考妣的慈悲心是假的  南天鐵羽胡不歸  2014 03 16 換做自己是否也會倉皇逃竄   終於    他們把非我族類者其心必異的思想推至了最高點  深植於眾人之心  若是人人都草木皆兵枕戈待旦  這因駭懼所產生的歧視便成了無法避免的心理陰影  可即便念珠在手誰又甘願割肉喂鷹呢? 2014 03 15 那些無法被時間殆盡的念想都成了日後噬食身心的濫觴  2014 02 28 規行矩步的詩  放浪形骸的夢  自圓其說的道德高壘  無法橫亙的人性障壁  2014 01 28 骨瘦如柴的筆觸臨摹遙不可及的豐腴  荒腔走板的音符弔唁韶華如駛的旋律  2013 11 13 他朽敗枯腐的喉腔何嘗不渴望一絲鐵銹腥紅 可僅憑兩個人的精神空想構築不起一個足夠支撐現實的世界  於是他永遠也成不了她夢中那個長著尖牙的人  而她也終究擺脫不了血液賦予的桎梏  2013 06 13 她指甲縫里的胭脂紅染鬆了腳邊的乾澀溫潤了土下的枯骼  腐芳四溢的楠木探出頭來打量著她搖搖欲墜的魂舍  棺內斑駁的歲月在被掀開后氧化殆盡  她蜷縮著身子輕撫故人若有似無的面龐細訴一段潦草不堪的過往  詭譎的救贖需要陽光陪葬  2013 03 23 即使筆耕不輟也勾勒不出一絲你的輪廓   2013 03 01 走不出自築的窠臼唯有細細玩味眼前雪虐風饕的末世榮景  擺出最虔誠的姿態膜拜撒旦塗鴉在你胸腔內的偽善圖騰  心瘾作祟無法抽离  是誰的氣味濃烈到足以在你的世界遮天蔽日  2012 11 07 芒刺扎心亦可聊以自娛  2012 10 24 聞香進巷十一載  罍盡觚空卻餘味不衰  終掛在懷  2012 10 23 一齣童殤用低聲的夢囈支撐著毀滅的信仰  而我燒燙鼻腔焚紅眼眶只爲一窺你萎朽的心房  2012 10 17 多慶倖在我少不更事之時你以上善之姿出現在我的生命里  愿我亦會有你一半善良  2012 10 10 時光不間斷的雕琢打磨著我們的面容卻偏心的把你留在了最美好的歲月里綻放  2012 10 08 世俗替你穿戴的鐐銬枷鎖豈是郎中用藥秤所能量度  元化手中的醫方豈是多疑的孟德所能饒恕  2012 10 07 落在星冢上的燈烴 釀了一齣彌山亙野的心事   2012 09 12 隱溺於心底最暗的泵房不讓它鉆進一絲毀志的熒亮  聽她用生命吟誦晦澀的詩歌望盡繁華背後的乾涸  飲下她凝成琥珀的思想歡浴在陰抑徹骨的溫暖中逆生  2012 09 06 他高聲吟唱讚美詩  然後墜落  所以結局會比較神聖嗎? 2012 08 22 被软禁在溫室中強行凋零的你是否太過急於向我們描绘那幅人迹罕至的異境才失聲哭笑  卻不知在我們眼中才華和妄想你只擁有後者  2012 08 14 任你怎樣抽象的旋轉都逃不出這具象的世界  若不願面對便只有無止境的跌墮在命運的罅隙中不得脫身  被束之高阁的不該是你血肉模糊的思想而是你收不回來的野心  2012 08 06 一針念想一針遺忘交錯編織  怎麼織都是不合身的荒唐  可總有人在遠方讚賞  於是你便頂著他人的艷羨裹著一身虛妄假惺惺的逆流而上  若干年後蛻下外衣才驚覺内裏不知去向  甲之蜜糖乙之砒霜  2012 05 09 老舊的木門總是支支吾吾的像是藏著掖著些什麽  若是推開塵封的光陰它便二胡般幽怨的抽泣兩聲  可惜曲高和寡  被禁錮的真相在門後后一瀉汪洋等待救贖  時間退回無色無聲的默片年代  一個大編劇以獨裁者的姿態刪除了它存在的戲份并將其囚禁在道德高塔  於是它輕嗅一縷鴉片香而後三緘其口  2012 05 01 丟下紙筆我是日光  拾起紙筆我是砒霜  2012 03 18 指尖游弋字池  试图轻敲方格构筑荒唐  恐怕接踵而至的皆是我不要的关切与猜想  遂弃而不作  可见我也并不是无所顾忌  不然又怎会对你轻言放弃  2012 03 15 很多時候我們問問題並不是真的想從對方嘴裡得到答案  其實答案早已明確的躺在心裡  只是想找個人吐口苦水  僅此而已  2011 07 19 舊居 http   www douban com people 2294375 空屋 http   www weibo com qianxiwen荒冢 http   sphinx1986 blogbus com 嗶哩 http   space bilibili com 6000641,284,53,3948
134067324,1,ZOE,好好做人然后去各个地方看星星⭐,1,6,100
Su33er,1,momotea_Summer,为了不哭大声笑~,18,195,1978
46389146,1,probe,什么是存在 永远只是探索中  身份 三无人员无神论者无党派人士无业游民,158,118,2339
barcelonazhou,1,kobie,"空白  ",108,81,2779
samtino,1,文刀震,文艺无罪革命万岁,25,18,1161
104609781,1,logic,不忘初心方得始终这种淡鸡汤 我早就喝不下去了 请问店家有人参当归黄芪味儿的么 争取戒烟不戒酒 抱着几瓶小药丸 我就摇啊摇到了外婆桥 ,21,73,1536
47673408,1,Jasmine,消除游戏重度上瘾患者 ,2732,282,263
ivanovski,1,杰诺拉泽,俗人 ,78,54,4676
ssryyr,1,小山生桂枝,辇下风光 山中岁月 海上心情 梦里有个小饭馆叫 三碗饭  菜很辣很香 要三碗饭才能就着吃掉 ,142,279,1178
3959803,1,SAMMAX,,245,146,5380
cyh328,1,渲染離別,   ,53,16,299
shangdixiaole,1,三千岁,微信公众号 观影三千岁 jkjkfwbshine     微信号 jkjkfwb 人生无法提纯 我排不出十佳   闯荡者 荒野经过的平原 草们无精打采 更无意叩开白昼之窗苍茫和水汽在空气里媾和 试着让时间迷茫寂静鸽哨的曲线拉长至高空 大面积的投放人间里某个角落 牧童洒下的滚烫的尿液启发着一团黄土的刚强用嘴来改造 蹄来建设 为心中的莫名开荒羊群踏着整齐的步子进行装璜类似于闯荡者的热情 激进 傻逼 乖吝 表情并不慌张朔风在那个山头出了车祸 怀揣太平洋的血腥丢在云端 坏事成双远处多了新鲜的坟冢 四月适合丧葬赶上清明的纸钱 贴着地面飞扬一节钢轨封住了天堂 失态的火车咆哮着 没有可爱的模样尸体里残存的精液 溅湿了小草的衣裳隔着飞速的年轮 枕木结出的花瓣的余香摇摇晃晃 跌跌撞撞试着闯出这荒凉沿着北极星折叠 我摸到了死亡的胸膛也这般疯狂三跪九叩 披麻戴孝前来疯狂 疯狂魔鬼 棺木 香烟 灰尘 狡猾 伎俩 权术 论文 纪念碑组成明媚的课堂抽水桶 吸尘器 快餐盒 录像带 骨灰盒砌在钢筋混凝土上天空是一盒胶囊 从公元前到公元 从腾冲到漠河为祖先积德 救死扶伤化疗的精神病患者 躺在因特网的床头 口渴得喊娘沙漠中间埋藏着古老的化石 铁铮铮的白骨期待一场雨水来自赎 某年某月某日与钻石一起奔的丧钻头在水泥的身子里折磨着自己 威胁着文明的尊严盲目的热情被灼烧得呲牙咧嘴 性欲消亡疯狂是一种可耻的伎俩疯狂是一种卑鄙的疗伤尘封的尸体还具有华尔兹的臂膀在最不适合的地方 有一场透骨的雨在隐藏莫不是可怜的花草依偎在路旁写于2009年,252,1020,1420
1815039,1,Wadjda,Hello old friendAnd here we are  you and me on the last page  By the time you read these words  Rory and I will be long gone  So know that we lived well and were very happy  And above all else  Know that we will love you always  Sometimes I do worry about you  though I think once we are gone You won t be coming back here for a while  And you might be alone which you should never be  Don t be alone  Doctor  And do one more thing for me There is a little girl waiting in the garden She s going to wait for a long while So she s going to need a lot of hope Go to her  and tell her a story Tell her if she is patient  The days are coming that she ll never forget Tell her she ll go to sea and fight pirates She will fall in love with a man Who ll wait 2000 years to keep her safe  Tell her she ll give hope to the greatest painter who ever lived And save a whale in outer space Tell her this is the story of Amelia Pond And this is how it ends  But every morning I wake up Hoping to see a blue box in the front yardCause every time I look  you re never there  And every time I sleep   you re always there,1999,190,6214
3216934,1,阿貝國,http   3336669990 tumblr com,22,17,1493
102638094,1,噢！乖,取出我的肾喂养我的心我明晃晃的双手正在变成黄金,11,272,898
boxxx-yuen,1,班,豆瓣非著名养老院厨师,2080,1075,119
1049689,1,ZZ, 　　 　　潇洒的你 　　将心事化尽尘缘中 　　孤独的孩子 　　你是造物的恩宠 ,130,94,559
cradlelang,1,安短,西南中南 https   cradlelang com______________________________________面包会有的 牛奶会有的 一切都会有的 Sonho do Rio 有希望之处定有磨练 牺牲 持续 积极 敢不敢 我要上中戏 我要去巴西 爱情是理想的坟墓 婚姻是人生的墓碑 手脏了可以洗干净 但是心脏了就洗不干净了 Shuanber 历史可以被原谅 但是不能被遗忘 ______________________________________双柏　　妥甸昆明　　江岸北京　　魏公村　　北苑　　东直门　　管庄　　双桥　　鲁谷　　玉泉路  ______________________________________2009 走出末了胡同 2010 惊梦 2011 惊梦 2012 风暴眼  小丑与孤儿 2013 追风人 2014 风暴演 我的生活  霸王别急 2015 虎国 2016 花落云杉坪 2017 夜长梦会多 2018 甜蜜的骨头,89,66,1111
Bloodworks,1,Assa,☏ ☏ ☏ ☏ ☏ ☏ ☏ ☏ ☏ ☏ ❒❑❐❏ ❒❑❐❏ ❒❑❐❏                    愛若砒霜                            一飲而盡 ⋘⋘⋘⋘⋘⋙⋙⋙⋙⋙,924,128,2850
158031162,1,水原吸管,2000 Taiwan最喜愛的導演們王家衛楊德昌李滄東是枝裕和Michael HanekeJean luc Godard寺山修司金基德侯麥Leos Carax婁燁森田芳光園子溫人生愛片 重慶森林(1994)恐怖份子(1986)巴黎野玫瑰 (1986)春光乍洩(1997)曼哈頓戀習曲(2013 令人討厭的松子的一生(2006)密陽(2008)橫山家之味 2008 恐懼吞噬靈魂 1974 壞痞子 1986 隨心所欲(1962)春天情書(1996)Instagram iam_minzhen,130,100,1057
49057955,1,贾不忘,只要你觉得一件事情有意义就好了我知道你是一个懦弱的人   可是那又怎么样呢  我知道你不敢面对你真正想要的 或者你觉得麻烦或者你怕出丑   其实你就是怕出丑但是这真的重要吗只要找到这个途径就好   有很多东西像一个出口你要找到你的出口 不要放弃它   不要离开它不然我们靠什么活着     别让自己像死了一样的活着回头多少个秋别放弃  不要觉得困难就放弃   你到底是不是真的想做    我知道 你不喜欢需要与人合作的事情  那就做点你自己能做的   不需要与别人合作 自己就可以完成的   你说过的阿   影评人   写手   唱歌  写歌   找不到途径      那你真的有很努力去找吗  找不到的时候  有重振旗鼓然后再接再厉吗      而不是放弃做别的事情转移注意力     我还有很漫长的一生    那么我要做点什么  不要急于求成   你不肯做小事情  也做不成什么事情   一步一步来   不要还没被打倒就投降 不要被打败了就一蹶不振    那又怎样  我有满身重新开始的力量,58,175,458
yxs19840602,1,罗夏映画,不能把看电影当饭吃饭一天要吃三顿 电影一天看一部就够了                                独立电影放映人放映记录 雨水丰沛的季节两望系列短片木帮齐放极地光影短片展天梯 蔡国强的艺术时间去哪儿了CIFF短片展村戏 郑大圣见面会犬之岛路过未来 李睿珺见面会囚其他看片团活动 大世界养家之人海洋之歌,582,369,2793
86728823,1,chuchu,A moveable feast,75,84,1124
52902931,1,回音,我就是单纯的热爱电影,4,2,1119
aoihai,1,選凝,,1191,151,1616
whoyang,1,响指,微信订阅号 liaoliaopiansina微博  http   weibo com whoyang ,1232,206,638
151082374,1,recallair,个人微信公众号 RecallMikey  欢迎去那里找我,9,71,1268
41686939,1,沙宣,电影只推荐一部 爱情天文学 ,262,389,637
147325106,1,Vegas,,3,7,193
139215958,1,慕思凡°|MSIVAN,鯤凡放映室 館長 可恥的小說家  拉片狂魔  野生分鏡師  特呂弗本命  王家衛門下走狗  励志拍摄LGBTQ电影  Cannes砍城 2020 鞠躬號 gsdy37 電影 夢 生命 成为不朽 然后死去 Le cinéma de demain sera un acte d amour   François Truffaut           最愛二十電影導演>>特呂弗斯皮爾伯格黑澤明諾蘭昆汀伯格曼李安楊德昌侯孝賢王家衛澤維爾 多蘭樸贊郁小津安二郎是枝裕和中島哲也羅曼 波蘭斯基大衛 芬奇詹姆斯 卡梅隆希區柯克費里尼          十佳電影>>霸王別姬辛德勒的名單斷背山四百擊大象末代皇帝假面低俗小說七武士花樣年華          稀饭演员>>张国荣 Leslie拉尔夫 费因斯 Ralph Fiennes阿尔 帕西诺 Al Pacino伊莎贝尔 于佩尔 Isabelle Huppert娜塔莉 波特曼 Natalie Portman希斯 莱杰 Heath Ledger阿兰 德龙 Alain Delon格利高里 派克 Gregory Peck蒂莫西 柴勒梅德 Timothée Chalamet卡西 阿弗莱克 Casey Affleck,216,300,1504
